time,altitude,grade_smooth,velocity_smooth,heartrate,distance
26235,463.2,21.2,1.038,146,54178.2
26236,463.4,25.3,0.895,146,54178.9
26237,463.6,27.6,0.914,147,54179.9
26238,463.8,28.9,1.009,147,54181.5
26239,464.0,28.0,1.042,147,54182.7
26240,464.4,28.3,1.034,147,54183.4
26241,464.8,26.3,1.002,147,54183.9
26242,465.0,26.7,0.946,147,54184.7
26243,465.2,26.8,0.802,147,54185.5
26244,465.4,28.0,0.686,147,54186.1
26245,465.6,23.5,0.754,146,54187.2
26246,466.0,22.3,0.838,146,54188.1
26247,466.2,22.1,0.994,146,54189.6
26248,466.6,21.6,1.138,146,54191.2
26249,466.8,21.0,1.314,146,54192.7
26250,467.0,21.4,1.46,146,54194.5
26251,467.6,21.2,1.654,146,54196.3
26252,467.8,21.3,1.544,146,54197.4
26253,468.2,23.0,1.473,145,54198.6
26254,468.4,24.8,1.446,146,54199.9
26255,468.6,21.5,1.23,146,54200.6
26256,468.8,20.6,1.036,146,54201.5
26257,469.0,18.1,0.93,146,54202.0
26258,469.2,18.6,0.918,146,54203.1
26259,469.6,17.9,1.008,147,54205.0
26260,469.8,17.9,1.194,147,54206.6
26261,470.0,19.2,1.308,147,54208.1
26262,470.2,19.2,1.513,146,54209.6
26263,470.4,22.6,1.506,146,54210.7
26264,470.6,20.0,1.323,146,54211.6
26265,471.0,21.9,1.173,145,54212.4
26266,471.2,23.7,1.004,145,54213.1
26267,471.4,26.9,1.006,144,54214.6
26268,471.8,28.0,0.806,144,54214.7
26269,471.8,26.7,0.874,144,54215.9
26270,472.2,24.6,1.023,144,54217.6
26271,472.4,24.4,1.023,144,54218.2
26272,472.8,23.4,0.816,143,54218.7
26273,473.0,19.7,1.054,143,54220.0
26274,473.2,18.7,0.948,143,54220.7
26275,473.4,17.7,0.902,143,54222.1
26276,473.6,17.1,0.962,142,54223.0
26277,473.8,15.8,1.008,142,54223.7
26278,473.8,16.1,0.976,142,54224.9
26279,473.8,16.3,0.996,142,54225.7
26280,474.0,15.8,1.128,142,54227.7
26281,474.2,15.7,1.146,142,54228.7
26282,474.6,16.9,1.27,142,54230.1
26283,475.0,20.4,1.396,142,54231.8
26284,475.4,20.5,1.738,142,54234.4
26285,475.6,20.3,1.718,142,54236.3
26286,476.0,20.4,1.68,142,54237.1
26287,476.4,21.6,1.878,142,54239.5
26288,476.8,25.6,1.82,142,54240.9
26289,477.2,22.4,1.654,142,54242.6
26290,477.6,21.5,1.49,142,54243.8
26291,477.8,21.1,1.664,141,54245.4
26292,478.2,21.7,1.396,141,54246.4
26293,478.6,19.6,1.554,141,54248.7
26294,478.8,20.9,1.598,142,54250.6
26295,479.2,16.0,1.71,142,54252.3
26296,479.6,16.7,1.65,142,54253.7
26297,480.0,18.4,1.91,142,54256.0
26298,480.0,15.9,1.796,143,54257.7
26299,480.4,15.1,1.768,143,54259.5
26300,480.8,16.0,1.838,143,54261.5
26301,481.0,17.1,1.984,144,54263.6
26302,481.2,15.9,1.664,144,54264.3
26303,481.6,16.8,1.652,144,54265.9
26304,481.8,20.8,1.555,144,54267.2
26305,482.0,19.9,1.584,144,54269.4
26306,482.2,17.4,1.426,144,54270.8
26307,482.6,17.0,1.58,145,54272.2
26308,483.0,16.1,1.454,145,54273.2
26309,483.2,15.5,1.491,145,54274.7
26310,483.4,16.1,1.374,145,54276.3
26311,483.6,16.7,1.41,146,54277.8
26312,483.6,14.1,1.42,146,54279.3
26313,483.8,14.2,1.56,146,54281.0
26314,484.2,14.6,1.488,146,54282.1
26315,484.4,16.8,1.348,146,54283.0
26316,484.6,19.4,1.35,146,54284.6
26317,484.8,20.8,1.33,146,54286.0
26318,485.0,19.0,1.238,147,54287.2
26319,485.4,20.5,1.272,147,54288.5
26320,485.6,19.4,1.324,147,54289.6
26321,485.8,17.7,1.196,147,54290.5
26322,486.0,19.8,1.128,147,54291.6
26323,486.2,18.9,1.094,147,54292.7
26324,486.6,20.1,1.055,147,54293.8
26325,486.6,19.4,1.046,147,54294.9
26326,486.6,19.2,1.122,147,54296.1
26327,487.0,18.9,1.144,147,54297.3
26328,487.2,16.9,1.064,147,54298.0
26329,487.6,19.3,1.132,146,54299.4
26330,487.8,23.4,1.222,146,54301.0
26331,488.0,21.5,1.174,146,54302.0
26332,488.2,18.7,1.182,147,54303.2
26333,488.4,17.1,1.278,147,54304.4
26334,488.6,19.7,1.159,147,54305.2
26335,489.0,18.6,1.08,147,54306.4
26336,489.2,20.2,1.113,147,54307.6
26337,489.2,21.1,1.095,148,54308.7
26338,489.4,23.1,1.11,148,54309.9
26339,489.8,21.6,1.184,148,54311.1
26340,490.0,21.3,1.272,148,54312.7
26341,490.4,23.7,1.31,148,54314.1
26342,490.6,25.3,1.223,148,54314.8
26343,491.0,23.2,1.134,148,54315.6
26344,491.2,25.0,1.084,148,54316.6
26345,491.4,23.5,1.037,148,54317.9
26346,491.6,20.4,0.942,148,54318.8
26347,492.0,18.0,1.082,148,54320.2
26348,492.2,18.8,1.174,148,54321.5
26349,492.6,17.4,1.318,148,54323.1
26350,492.8,18.4,1.281,148,54324.3
26351,492.8,16.4,1.358,147,54325.6
26352,493.2,16.5,1.392,148,54327.2
26353,493.2,17.2,1.36,148,54328.3
26354,493.6,17.2,1.316,147,54329.7
26355,493.8,21.0,1.382,146,54331.2
26356,494.0,17.3,1.359,146,54332.4
26357,494.4,15.6,1.284,145,54333.6
26358,494.6,15.9,1.3,145,54334.8
26359,495.0,14.8,1.274,144,54336.1
26360,495.2,9.7,1.505,144,54338.8
26361,495.4,4.9,1.776,143,54341.3
26362,495.6,3.2,1.923,142,54343.2
26363,495.6,1.6,2.252,141,54346.0
26364,495.6,0.0,2.441,141,54348.3
26365,495.6,0.0,2.476,142,54351.1
26366,495.6,0.0,2.428,142,54353.4
26367,495.6,0.0,2.523,142,54355.9
26368,495.6,0.0,2.454,142,54358.3
26369,495.6,0.0,2.534,142,54361.0
26370,495.6,0.0,2.402,143,54363.1
26371,495.6,0.0,2.377,143,54365.3
26372,495.6,0.0,2.318,142,54367.4
26373,495.6,3.5,2.445,142,54370.5
26374,495.6,5.2,2.366,142,54372.8
26375,495.6,5.7,2.263,142,54374.5
26376,496.0,9.7,2.269,142,54376.7
26377,496.2,11.2,2.302,142,54378.9
26378,496.2,9.2,2.108,142,54381.1
26379,496.6,9.4,2.064,142,54383.1
26380,496.8,9.7,2.15,141,54385.2
26381,497.0,8.0,2.163,141,54387.5
26382,497.2,6.7,2.13,141,54389.6
26383,497.2,6.6,2.07,141,54391.4
26384,497.4,5.0,1.996,141,54393.1
26385,497.4,7.2,1.98,141,54395.1
26386,497.6,5.3,1.977,141,54397.4
26387,497.6,7.4,2.0,141,54399.6
26388,498.0,5.2,2.223,140,54402.5
26389,498.0,5.3,2.246,140,54404.3
26390,498.2,3.9,2.166,140,54405.9
26391,498.2,5.8,2.308,140,54408.9
26392,498.2,5.5,2.282,140,54411.0
26393,498.4,8.1,2.048,139,54412.8
26394,498.6,8.5,2.07,139,54414.7
26395,498.8,8.3,2.186,139,54416.9
26396,499.0,7.4,1.966,139,54418.7
26397,499.2,7.3,1.938,139,54420.7
26398,499.2,7.8,2.068,139,54423.1
26399,499.4,7.6,2.173,139,54425.6
26400,499.6,8.2,2.178,139,54427.8
26401,499.8,8.9,2.05,138,54429.0
26402,500.0,12.9,2.113,138,54431.3
26403,500.0,13.8,1.954,138,54432.9
26404,500.2,11.9,1.748,138,54434.3
26405,500.8,14.2,1.73,138,54436.4
26406,501.0,15.4,1.784,138,54437.9
26407,501.2,12.4,1.908,138,54440.8
26408,501.6,10.4,1.928,138,54442.5
26409,501.8,10.2,2.055,138,54444.6
26410,502.0,11.7,1.932,138,54446.1
26411,502.0,7.2,2.016,138,54448.0
26412,502.2,6.6,1.962,138,54450.6
26413,502.6,7.9,2.04,138,54452.7
26414,502.6,7.9,2.22,138,54455.7
26415,502.8,6.0,2.41,139,54458.1
26416,503.0,8.1,2.552,139,54460.8
26417,503.2,7.1,2.432,139,54462.8
26418,503.2,6.9,2.302,139,54464.2
26419,503.4,5.0,1.97,139,54465.5
26420,503.4,5.1,1.78,139,54467.0
26421,503.6,5.2,1.808,139,54469.8
26422,503.6,7.9,1.978,139,54472.7
26423,503.8,9.9,2.06,139,54474.5
26424,504.0,12.7,2.288,139,54477.0
26425,504.4,12.7,2.536,139,54479.7
26426,504.8,13.0,2.436,139,54482.0
26427,505.0,12.6,2.208,139,54483.7
26428,505.2,11.6,2.198,139,54485.5
26429,505.4,7.8,2.154,139,54487.7
26430,505.6,9.1,1.902,139,54489.2
26431,505.8,7.5,1.959,140,54491.8
26432,505.8,6.8,2.202,140,54494.7
26433,506.2,7.0,2.205,140,54496.6
26434,506.2,9.8,2.146,140,54498.5
26435,506.4,5.5,2.346,140,54500.9
26436,506.6,7.2,2.276,140,54503.1
26437,506.8,9.8,2.046,140,54504.9
26438,506.8,9.9,2.195,140,54507.5
26439,507.0,7.7,2.218,140,54509.6
26440,507.4,9.9,2.05,140,54511.2
26441,507.6,10.2,2.018,140,54513.2
26442,507.6,10.2,2.091,141,54515.4
26443,507.8,5.8,2.023,141,54517.6
26444,508.0,7.0,1.954,141,54519.3
26445,508.2,5.3,2.038,141,54521.4
26446,508.2,3.2,2.072,141,54523.6
26447,508.4,1.9,2.296,141,54526.9
26448,508.4,2.0,2.273,141,54529.0
26449,508.4,1.7,2.477,141,54531.7
26450,508.4,1.6,2.486,141,54533.8
26451,508.6,0.0,2.466,141,54535.9
26452,508.6,0.0,2.392,141,54538.8
26453,508.6,-2.0,2.53,141,54541.7
26454,508.4,-1.6,2.392,140,54543.7
26455,508.4,-2.0,2.448,140,54546.1
26456,508.4,0.0,2.544,140,54548.6
26457,508.4,-1.8,2.564,140,54551.7
26458,508.4,0.0,2.5,140,54554.2
26459,508.2,0.0,2.658,140,54557.0
26460,508.4,0.0,2.68,140,54559.4
26461,508.4,1.8,2.81,140,54562.7
26462,508.4,0.0,2.798,140,54565.6
26463,508.4,0.0,2.746,140,54567.9
26464,508.4,0.0,2.732,140,54570.6
26465,508.4,-1.6,2.804,140,54573.5
26466,508.4,-1.6,2.63,140,54575.8
26467,508.4,-1.6,2.386,139,54577.6
26468,508.2,-2.0,2.468,139,54580.2
26469,508.2,-1.8,2.532,139,54583.3
26470,508.2,0.0,2.484,139,54585.9
26471,508.2,0.0,2.574,139,54588.7
26472,508.2,0.0,2.796,139,54591.6
26473,508.2,1.7,2.842,138,54594.4
26474,508.2,1.7,2.896,138,54597.8
26475,508.4,1.7,2.918,138,54600.5
26476,508.4,1.9,2.942,138,54603.4
26477,508.4,0.0,2.877,138,54605.9
26478,508.4,0.0,2.794,138,54608.4
26479,508.4,0.0,2.698,137,54611.3
26480,508.4,0.0,2.964,137,54615.3
26481,508.4,0.0,2.958,137,54618.2
26482,508.4,0.0,3.048,137,54621.2
26483,508.4,0.0,3.028,137,54623.6
26484,508.4,2.1,2.802,137,54625.3
26485,508.4,1.9,2.26,137,54626.6
26486,508.4,2.1,1.873,137,54627.6
26487,508.6,1.8,1.28,137,54627.6
26488,508.6,1.8,0.805,137,54627.6
26489,508.6,1.6,0.572,137,54628.1
26490,508.6,2.0,0.405,137,54628.6
26491,508.6,0.0,0.6,136,54630.6
26492,508.6,0.0,0.973,136,54632.4
26493,508.6,-1.6,1.442,136,54634.8
26494,508.6,-1.9,1.904,136,54637.6
26495,508.6,-1.8,2.386,135,54640.6
26496,508.4,-1.9,2.519,134,54643.2
26497,508.4,-1.8,2.64,133,54645.6
26498,508.4,0.0,2.732,132,54648.4
26499,508.4,0.0,2.76,132,54651.4
26500,508.4,0.0,2.68,131,54654.0
26501,508.4,0.0,2.74,131,54656.9
26502,508.4,0.0,2.698,131,54659.1
26503,508.4,0.0,2.738,131,54662.1
26504,508.4,0.0,2.666,131,54664.8
26505,508.4,0.0,2.705,131,54667.5
26506,508.4,0.0,2.672,132,54670.2
26507,508.4,0.0,2.784,132,54673.1
26508,508.4,0.0,2.742,133,54675.9
26509,508.4,0.0,2.706,132,54678.3
26510,508.4,1.8,2.727,132,54681.1
26511,508.4,0.0,2.822,132,54684.3
26512,508.6,1.9,2.755,132,54686.8
26513,508.4,1.9,2.773,132,54689.7
26514,508.6,0.0,2.714,132,54691.9
26515,508.6,1.8,2.798,132,54695.1
26516,508.6,0.0,2.812,132,54698.4
26517,508.6,1.7,2.824,132,54700.9
26518,508.6,1.8,2.928,132,54704.4
26519,508.8,1.9,3.023,132,54707.0
26520,508.8,1.9,2.89,132,54709.6
26521,508.8,0.0,2.668,132,54711.7
26522,508.8,0.0,2.78,132,54714.9
26523,508.8,0.0,2.47,132,54716.7
26524,508.8,0.0,2.595,132,54720.0
26525,508.8,0.0,2.595,132,54722.5
26526,508.8,0.0,2.745,132,54725.5
26527,508.8,0.0,2.541,132,54727.6
26528,508.8,-1.6,2.678,132,54730.1
26529,508.8,-1.9,2.6,132,54733.0
26530,508.6,-1.8,2.541,132,54735.2
26531,508.6,-3.2,2.538,132,54738.1
26532,508.6,-1.5,2.702,132,54741.1
26533,508.4,-2.9,3.066,132,54745.4
26534,508.4,-6.1,3.105,133,54748.5
26535,508.2,-6.7,3.302,133,54751.8
26536,507.8,-8.6,3.21,133,54754.2
26537,507.6,-8.8,3.256,133,54757.4
26538,507.4,-5.2,2.93,133,54760.1
26539,507.2,-5.0,2.927,133,54763.1
26540,507.2,-4.8,2.8,133,54765.8
26541,507.0,-4.9,3.014,132,54769.3
26542,506.8,-8.0,3.026,132,54772.5
26543,506.6,-8.6,3.046,132,54775.3
26544,506.2,-8.9,3.026,132,54778.3
26545,506.0,-8.8,3.034,132,54780.9
26546,505.8,-6.6,2.898,132,54783.8
26547,505.6,-4.9,2.836,132,54786.7
26548,505.4,-6.4,3.002,132,54790.3
26549,505.4,-6.4,2.966,132,54793.1
26550,505.0,-5.3,3.063,132,54796.2
26551,504.8,-7.0,3.082,131,54799.2
26552,504.8,-5.6,2.992,131,54801.6
26553,504.6,-3.6,2.822,131,54804.4
26554,504.4,-6.8,2.766,131,54806.9
26555,504.4,-4.8,2.796,131,54810.2
26556,504.0,-6.3,2.858,131,54813.5
26557,504.0,-6.5,3.064,131,54816.9
26558,503.6,-4.8,3.052,131,54819.7
26559,503.6,-8.5,3.134,131,54822.6
26560,503.4,-4.9,3.128,131,54825.9
26561,503.0,-8.0,3.04,130,54828.7
26562,503.0,-8.9,2.98,130,54831.8
26563,502.6,-8.9,3.086,130,54835.1
26564,502.4,-8.3,2.909,130,54837.1
26565,502.2,-7.6,2.352,130,54837.6
26566,502.2,-6.9,1.808,130,54837.7
26567,502.2,0.0,1.276,130,54838.2
26568,502.2,10.6,0.638,130,54838.3
26569,502.2,22.0,0.423,130,54839.2
26570,502.2,28.7,0.444,129,54839.8
26571,502.4,27.5,0.564,129,54840.5
26572,502.6,33.8,0.641,129,54841.4
26573,503.0,37.2,0.813,128,54842.4
26574,503.4,39.4,0.687,128,54842.7
26575,503.8,39.0,0.566,127,54842.7
26576,504.4,41.3,0.558,127,54843.3
26577,504.6,42.8,0.462,126,54843.7
26578,505.2,42.0,0.36,125,54844.2
26579,505.4,40.4,0.527,125,54845.3
26580,505.8,33.7,0.763,125,54846.5
26581,506.2,28.9,1.01,125,54848.4
26582,506.4,23.5,1.254,125,54850.0
26583,506.8,23.4,1.327,125,54850.8
26584,507.0,27.6,1.318,126,54851.9
26585,507.2,26.2,1.256,126,54852.8
26586,507.6,25.4,1.204,127,54854.4
26587,507.8,23.5,1.116,128,54855.6
26588,508.2,23.6,1.134,128,54856.5
26589,508.8,22.8,1.095,129,54857.4
26590,509.0,23.8,1.252,130,54859.0
26591,509.2,26.9,1.327,131,54861.0
26592,509.4,23.4,1.296,131,54862.1
26593,509.6,19.6,1.366,132,54863.3
26594,510.0,20.0,1.368,132,54864.2
26595,510.2,20.4,1.254,132,54865.3
26596,510.6,20.6,0.998,133,54866.0
26597,510.8,18.8,1.106,133,54867.6
26598,511.0,15.2,1.145,134,54869.0
26599,511.4,12.6,1.342,134,54870.9
26600,511.6,12.2,1.492,134,54872.8
26601,511.8,10.6,1.796,135,54875.0
26602,512.0,9.5,1.904,135,54877.1
26603,512.2,12.7,1.998,135,54879.0
26604,512.2,13.6,1.895,135,54880.4
26605,512.4,13.8,1.734,136,54881.4
26606,512.8,13.6,1.52,136,54882.6
26607,513.0,17.8,1.338,136,54883.8
26608,513.2,17.7,1.252,136,54885.3
26609,513.4,17.3,1.366,136,54887.2
26610,513.6,20.7,1.576,137,54889.3
26611,514.0,21.1,1.584,137,54890.5
26612,514.2,21.6,1.558,137,54891.6
26613,514.6,23.5,1.544,137,54893.0
26614,515.0,24.6,1.244,137,54893.4
26615,515.4,25.4,1.178,137,54895.2
26616,515.6,25.0,1.178,138,54896.4
26617,515.8,23.5,1.168,138,54897.4
26618,516.0,20.3,1.106,138,54898.5
26619,516.2,18.9,1.288,138,54899.9
26620,516.6,20.4,1.104,138,54900.7
26621,516.8,17.6,1.118,139,54902.0
26622,517.0,18.3,1.16,138,54903.2
26623,517.2,19.1,1.152,138,54904.3
26624,517.4,20.0,1.176,138,54905.8
26625,517.6,16.4,1.095,139,54906.2
26626,517.6,14.7,1.154,139,54907.8
26627,517.8,12.0,1.032,139,54908.4
26628,518.0,11.8,0.94,139,54909.0
26629,518.2,10.8,0.826,139,54909.9
26630,518.4,9.7,1.105,139,54911.7
26631,518.6,7.4,1.288,139,54914.2
26632,518.8,6.7,1.84,139,54917.6
26633,519.0,5.2,2.348,139,54920.7
26634,519.2,3.8,2.766,139,54923.7
26635,519.2,3.5,2.822,139,54925.8
26636,519.2,1.9,2.8,138,54928.2
26637,519.4,1.9,2.564,138,54930.4
26638,519.4,3.7,2.262,138,54932.0
26639,519.4,3.7,2.12,138,54934.3
26640,519.4,3.6,2.088,139,54936.3
26641,519.6,5.5,2.15,139,54938.9
26642,519.8,7.6,2.186,139,54941.3
26643,519.8,6.0,2.216,140,54943.1
26644,520.0,8.8,2.195,140,54945.3
26645,520.2,9.7,2.114,140,54946.8
26646,520.2,11.2,1.986,140,54948.9
26647,520.6,11.0,1.8,140,54950.3
26648,520.8,10.1,1.714,140,54951.7
26649,521.0,9.7,1.71,140,54953.9
26650,521.2,9.0,1.882,139,54956.3
26651,521.4,9.4,1.973,139,54958.7
26652,521.4,14.1,2.176,139,54961.2
26653,521.8,11.6,2.234,139,54962.9
26654,522.0,12.6,2.13,139,54964.5
26655,522.4,15.2,1.698,139,54964.7
26656,522.4,14.9,1.564,139,54966.6
26657,522.6,17.2,1.463,139,54968.5
26658,522.8,13.7,1.406,139,54969.9
26659,523.0,15.0,1.442,138,54971.7
26660,523.4,16.0,1.778,138,54973.6
26661,523.8,15.9,1.68,138,54975.0
26662,523.8,15.4,1.586,138,54976.5
26663,524.2,15.6,1.732,138,54978.6
26664,524.4,13.7,1.65,138,54980.0
26665,524.6,13.3,1.69,138,54982.1
26666,524.6,14.0,1.714,138,54983.5
26667,525.2,13.9,1.746,138,54985.2
26668,525.2,14.9,1.682,138,54987.0
26669,525.6,20.7,1.718,138,54988.6
26670,525.8,14.8,1.555,138,54989.9
26671,526.0,18.6,1.582,138,54991.4
26672,526.2,17.9,1.532,138,54992.9
26673,526.8,17.8,1.442,138,54994.2
26674,526.8,17.9,1.486,139,54996.0
26675,527.2,16.6,1.576,139,54997.7
26676,527.6,13.1,1.654,139,54999.7
26677,527.8,14.8,1.645,139,55001.1
26678,528.0,14.5,1.69,139,55002.6
26679,528.2,12.9,1.782,139,55004.9
26680,528.4,15.8,1.816,139,55006.8
26681,528.8,15.5,1.812,139,55008.8
26682,529.0,18.2,1.896,139,55010.6
26683,529.6,18.7,1.966,139,55012.4
26684,529.8,17.3,1.864,140,55014.2
26685,530.2,19.3,1.816,140,55015.9
26686,530.4,14.3,1.748,141,55017.5
26687,530.6,13.5,1.72,141,55019.2
26688,531.0,11.8,1.696,141,55020.9
26689,531.2,14.3,1.54,141,55021.9
26690,531.2,13.7,1.544,142,55023.6
26691,531.2,15.0,1.409,142,55024.6
26692,531.4,13.9,1.372,142,55026.0
26693,531.8,16.8,1.27,143,55027.3
26694,532.0,18.2,1.464,143,55029.2
26695,532.6,18.4,1.594,143,55031.6
26696,532.8,16.9,1.77,144,55033.4
26697,533.2,16.4,1.9,144,55035.5
26698,533.6,15.6,2.134,144,55037.9
26699,533.8,13.5,2.126,144,55039.9
26700,534.2,13.4,1.95,144,55041.3
26701,534.4,12.6,1.938,144,55043.1
26702,534.4,15.2,1.95,145,55045.3
26703,534.8,12.2,1.898,145,55047.4
26704,535.0,12.5,1.836,145,55049.0
26705,535.4,14.0,1.809,145,55050.4
26706,535.4,15.8,1.62,145,55051.2
26707,535.6,14.7,1.502,145,55052.8
26708,535.8,14.9,1.364,146,55054.3
26709,535.8,11.9,1.24,146,55055.2
26710,536.2,13.9,1.264,146,55056.7
26711,536.4,11.0,1.42,146,55058.3
26712,536.6,12.2,1.396,147,55059.8
26713,536.8,11.0,1.568,147,55062.1
26714,537.0,9.1,1.52,147,55062.8
26715,537.0,7.7,1.696,146,55065.2
26716,537.2,6.5,1.676,146,55066.7
26717,537.4,9.2,1.576,146,55067.6
26718,537.4,12.0,1.444,145,55069.3
26719,537.4,15.8,1.472,145,55070.2
26720,537.4,14.7,1.236,146,55071.4
26721,537.8,15.1,1.252,146,55072.9
26722,538.0,15.4,1.178,146,55073.5
26723,538.2,19.1,0.956,146,55074.1
26724,538.6,20.9,1.018,146,55075.3
26725,538.6,19.5,0.968,145,55076.2
26726,538.8,18.4,0.862,145,55077.3
26727,539.2,17.4,1.166,145,55079.4
26728,539.4,15.3,1.314,145,55080.7
26729,539.6,15.7,1.316,145,55081.9
26730,539.8,15.3,1.405,145,55083.2
26731,540.0,15.9,1.434,145,55084.4
26732,540.2,16.2,1.272,145,55085.7
26733,540.4,14.7,1.391,145,55087.6
26734,540.6,14.5,1.322,145,55088.5
26735,540.8,16.3,1.234,145,55089.4
26736,541.0,16.5,1.23,145,55090.6
26737,541.2,17.1,1.216,146,55091.8
26738,541.2,17.0,1.02,147,55092.7
26739,541.4,16.6,1.158,145,55094.3
26740,541.8,15.5,1.212,145,55095.4
26741,542.0,16.4,1.218,144,55096.7
26742,542.2,15.4,1.274,144,55098.2
26743,542.6,12.4,1.506,143,55100.3
26744,542.8,11.9,1.59,143,55102.2
26745,543.0,12.0,1.658,142,55103.7
26746,543.0,11.0,1.602,142,55104.7
26747,543.2,11.3,1.718,142,55106.8
26748,543.4,11.3,1.563,142,55108.1
26749,543.6,12.3,1.52,142,55109.8
26750,543.8,12.3,1.492,141,55111.2
26751,544.0,11.9,1.627,140,55112.8
26752,544.2,11.9,1.527,140,55114.4
26753,544.4,13.2,1.595,140,55116.1
26754,544.6,12.7,1.66,140,55118.1
26755,544.8,11.1,1.734,141,55119.9
26756,545.2,12.5,1.802,141,55121.8
26757,545.4,13.2,1.888,141,55123.8
26758,545.4,15.2,1.84,141,55125.3
26759,545.8,15.1,1.823,141,55127.2
26760,546.0,16.0,1.776,141,55128.8
26761,546.4,19.8,1.722,140,55130.4
26762,546.8,18.3,1.718,140,55132.4
26763,547.0,20.1,1.648,140,55133.5
26764,547.2,17.8,1.574,140,55135.1
26765,547.6,17.3,1.524,140,55136.4
26766,547.8,19.0,1.546,140,55138.2
26767,548.2,17.9,1.456,140,55139.7
26768,548.2,17.5,1.413,140,55140.6
26769,548.4,13.8,1.313,140,55141.7
26770,548.8,13.2,1.314,140,55142.9
26771,549.0,14.2,1.296,139,55144.6
26772,549.2,13.8,1.368,139,55146.6
26773,549.2,11.1,1.548,140,55148.3
26774,549.6,13.6,1.734,140,55150.3
26775,549.8,16.8,1.776,140,55151.8
26776,550.0,21.3,1.83,140,55153.8
26777,550.4,22.2,1.684,140,55155.0
26778,550.6,19.8,1.618,141,55156.4
26779,551.0,21.3,1.39,141,55157.3
26780,551.2,22.5,1.174,141,55157.7
26781,551.6,19.8,1.06,141,55159.1
26782,551.8,20.7,0.928,142,55159.6
26783,551.8,22.6,1.018,142,55161.5
26784,552.2,20.1,1.163,142,55163.1
26785,552.4,16.6,1.355,142,55164.5
26786,552.4,15.5,1.198,142,55165.1
26787,552.6,20.8,1.288,143,55166.1
26788,553.0,22.5,1.109,144,55167.0
26789,553.2,22.4,1.027,144,55168.2
26790,553.4,25.3,1.095,144,55169.9
26791,553.8,26.8,1.184,144,55171.0
26792,554.0,26.4,1.204,144,55172.1
26793,554.4,24.5,1.177,144,55172.9
26794,554.6,24.8,1.116,144,55173.8
26795,555.0,27.6,0.882,144,55174.4
26796,555.2,27.0,0.906,144,55175.5
26797,555.4,26.0,0.914,144,55176.6
26798,555.6,27.0,0.942,143,55177.6
26799,555.8,25.4,0.98,143,55178.7
26800,556.0,22.9,0.97,143,55179.2
26801,556.2,22.3,0.909,143,55180.1
26802,556.4,21.4,0.8,143,55180.6
26803,556.6,24.2,0.83,143,55181.8
26804,557.0,23.1,0.895,142,55183.2
26805,557.4,22.9,1.13,142,55184.9
26806,557.6,22.3,1.245,142,55186.3
26807,557.8,22.8,1.44,142,55187.8
26808,558.2,23.7,1.373,142,55188.6
26809,558.4,23.2,1.354,142,55190.0
26810,558.8,25.1,1.314,142,55191.4
26811,559.0,28.0,1.202,142,55192.3
26812,559.4,27.2,1.092,142,55193.3
26813,559.6,27.6,1.14,142,55194.3
26814,559.8,29.5,1.05,142,55195.2
26815,560.2,29.5,1.048,142,55196.7
26816,560.4,29.2,0.96,142,55197.1
26817,560.6,30.2,0.968,142,55198.1
26818,561.0,30.0,0.891,142,55198.8
26819,561.2,28.1,0.836,143,55199.4
26820,561.4,28.7,0.692,143,55200.1
26821,561.6,27.5,0.763,143,55200.9
26822,561.8,25.9,0.71,143,55201.7
26823,562.2,23.6,0.826,143,55202.9
26824,562.6,23.1,0.918,143,55204.0
26825,562.6,25.2,0.976,143,55205.0
26826,563.0,25.2,1.09,143,55206.4
26827,563.2,24.8,1.177,143,55207.6
26828,563.4,26.7,1.21,143,55209.0
26829,563.6,25.7,1.158,143,55209.8
26830,564.0,28.5,1.088,143,55210.4
26831,564.2,28.9,0.972,142,55211.2
26832,564.4,29.6,0.923,142,55212.2
26833,564.6,27.5,0.766,142,55212.8
26834,565.0,29.0,0.728,142,55213.4
26835,565.2,28.7,0.73,142,55214.1
26836,565.4,29.4,0.722,142,55214.8
26837,565.8,28.2,0.777,142,55216.1
26838,566.2,27.9,0.878,142,55217.2
26839,566.2,24.0,1.012,142,55218.5
26840,566.6,24.3,1.18,142,55220.0
26841,566.8,24.9,1.072,142,55220.2
26842,567.2,22.6,1.05,142,55221.3
26843,567.4,22.9,1.132,142,55222.8
26844,567.6,25.5,1.154,142,55224.2
26845,567.8,24.9,0.948,142,55224.7
26846,568.0,25.4,1.013,142,55225.3
26847,568.2,23.1,1.073,142,55226.7
26848,568.4,24.0,0.822,142,55226.9
26849,568.6,24.5,0.688,142,55227.7
26850,568.8,25.6,0.79,142,55228.7
26851,569.0,21.7,0.876,142,55229.6
26852,569.2,24.4,0.708,142,55230.2
26853,569.4,28.2,0.784,143,55230.9
26854,569.8,26.9,0.9,143,55232.2
26855,570.0,24.4,0.958,143,55233.5
26856,570.2,25.0,0.954,143,55234.4
26857,570.2,21.7,1.11,143,55235.8
26858,570.6,21.1,1.128,143,55236.5
26859,570.8,20.4,0.898,143,55236.7
26860,571.2,20.7,0.774,143,55237.3
26861,571.4,20.2,0.95,143,55239.2
26862,571.6,22.2,0.852,143,55240.0
26863,571.6,17.9,0.958,143,55241.3
26864,572.0,15.3,1.254,143,55242.9
26865,572.2,15.5,1.35,143,55244.1
26866,572.4,14.5,1.234,142,55245.3
